开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,研究生课余量,上课时间,课程特色,年级,通识选秀课组
法学院,70660193,0,刑法各论,3,周光权,0,0,60,42,5-2(全周),,,
法学院,70660203,0,欧陆与日本刑法,3,黎宏,5,1,25,17,4-2(全周),,,
法学院,70660213,0,犯罪学与被害人学,3,劳东燕,5,0,35,3,"2-4(全周),2-3(全周)",,,
法学院,70660283,0,经济法基础理论,3,郑尚元,0,0,25,18,4-2(全周),,,
法学院,70660293,0,市场管理法,3,张晨颖,5,1,25,12,"1-4(全周),1-3(全周)",,,
法学院,70660393,0,外国刑事诉讼法,3,张建伟,0,0,50,45,"2-4(全周),2-3(全周)",,,
法学院,70660423,0,证据法,3,张建伟,0,0,60,43,2-2(全周),,,
法学院,70660443,0,国际私法研究,3,陈卫佐,0,0,30,18,3-2(全周),,,
社科学院,70700191,0,学术规范与职业伦理,1,李正风,0,0,100,0,2-6(前八周),,,
社科学院,70700263,0,治理技术专题：定量政治分析方法,3,苏毓淞,20,17,40,25,2-2(全周),,,
社科学院,70700363,0,全球治理导论,3,赵可金,0,0,28,13,2-2(全周),,,
社科学院,70700393,0,创新战略学,3,吴金希,0,0,30,24,"1-4(全周),1-3(全周)",,,
社科学院,70700413,0,社会研究方法,3,刘精明,0,0,15,5,"6-6(双周),6-5(双周),6-4…",,,
社科学院,70700452,0,体育全球史,2,郭振,0,0,50,38,3-6(全周),,,
社科学院,70720072,0,体育管理,2,刘波,0,0,50,36,4-1(全周),,,
社科学院,70729012,0,运动生理生化基础,2,张冰,0,0,50,42,1-6(全周),,,
美术学院,70800021,0,设计方法论,1,唐林涛,0,0,100,56,"3-4(7-8周),3-3(7-8周),5…",,,
美术学院,70800061,0,中外艺术史,1,张敢,0,0,20,14,"6-4(9-10周),6-3(9-10周…",,,
美术学院,70800232,0,视觉传达设计思维与方法,2,陈楠,0,0,30,11,"1-4(1-4周),1-3(1-4周),1…",,,
美术学院,70800292,0,设计研究方法应用,2,赵超,0,0,40,33,"6-4(1-4周),6-3(1-4周),6…",,,
美术学院,70800312,0,环境艺术设计导论,2,方晓风,0,0,20,7,"2-2(1-4周),2-1(1-4周),4…",,,
美术学院,70800322,0,设计艺术的图形思维,2,梁雯,0,0,20,10,"5-4(后八周),5-3(后八周)",,,
美术学院,70800431,0,设计创新系列课（二）,1,王国胜,0,0,20,11,"1-4(11-12周),1-3(11-12…",,,
美术学院,70800541,0,信息艺术与设计趋势,1,徐迎庆,0,0,20,14,6-6(9-14周),,,
美术学院,70800622,0,装饰艺术,2,周爱民,0,0,20,14,"6-4(5-8周),6-3(5-8周),6…",,,
美术学院,70800812,0,人体雕塑,2,魏二强,0,0,10,5,"5-4(9-12周),5-3(9-12周…",,,
美术学院,70807032,0,艺术原理,2,陈岸瑛,0,0,60,50,"2-4(前八周),2-3(前八周)",,,
美术学院,70807032,200,艺术原理,2,聂晓梅,0,0,40,11,"3-4(前八周),3-3(前八周)",,,
美术学院,70807052,200,品牌形象战略与设计,2,黄维,0,0,30,1,"4-4(13-16周),4-3(8-9,1…",,,
深研生院,70807061,200,品牌形象传播与管理,1,聂晓梅,0,0,40,10,"2-4(10-13周),2-3(10-1…",,,
建管系,70910112,0,建设管理研究方法论,2,李楠,0,0,20,3,3-3(全周),全外文授课,,
安全学院,70930042,0,城市地下空间安全,2,钟茂华,0,0,15,9,3-1(全周),,,
安全学院,70930053,0,风险理论与评估方法,3,申世飞,0,0,25,15,"2-4(全周),2-3(全周)",,,
安全学院,70930063,200,灾害监测预警方法与技术,3,袁宏永,0,0,30,8,"4-2(8-10,12周),4-1(8-1…",,,
卫健学院,70960012,0,公共卫生研究方法,2,JI JOHN S,0,0,30,24,2-6(全周),全外文授课,,
卫健学院,70960043,0,机器学习与人工智能,3,谷源涛,0,0,30,0,4-2(全周),,,
卫健学院,70960051,0,公共卫生英文学术写作：从研究到发表,1,RICHARDSON…,0,0,20,18,5-2(前八周),全外文授课,,
苏世民书院,70970022,0,历史中的领导力,2,TEMKIN MOSHE,0,0,60,60,"3-2(1-4,6-9周),1-2(1-4…",全外文授课,,
苏世民书院,70970032,0,外交与安全领域领导力,2,EIKENBERRY…,0,0,60,60,"3-1(1-4,6-9周),1-1(1-4…",全外文授课,,
苏世民书院,70970071,0,全球领导力心理学,1,彭凯平,0,0,60,60,"1-2(10-13周),1-1(10-1…",全外文授课,,
苏世民书院,70977011,0,人道主义救援中的领导力实践（战争、灾害与疾病）,1,SLIM HUGO J…,0,0,60,60,"1-4(1-4周),3-4(1-4周)",全外文授课,,
苏世民书院,70977013,0,全球事务,3,MORTON KAT…,0,0,160,18,"(1-4,6-9周)",全外文授课,,
核研院,71010072,0,辐射剂量学,2,谢锋,5,5,22,13,1-4(全周),,,
核研院,71010093,0,应用核技术,3,向新程,0,0,19,8,5-2(全周),,,
核研院,71010124,0,决策与对策模型方法,4,滕飞,0,0,25,13,"5-2(全周),5-1(全周)",,,
核研院,71010172,0,溶剂萃取化学与工艺,2,陈靖,0,0,30,25,"3-6(前八周),4-6(前八周)",,,
核研院,71010342,0,辐射技术在环境保护中的应用,2,王建龙,0,0,30,26,1-2(全周),,,
核研院,71010442,0,碳中和科学导论,2,滕飞,50,45,140,88,5-6(全周),,,
核研院,71010452,0,辐射防护原理及工程应用,2,梁金刚,0,0,25,10,1-6(全周),全外文授课,,
集成电路学院,71020043,0,数字VLSI系统的高层次综合,3,尹首一,0,0,75,33,5-2(全周),,,
集成电路学院,71020073,0,射频CMOS集成电路设计,3,池保勇,0,0,50,5,3-2(全周),,,
教研院,71030052,0,教育经济学,2,郭菲,10,5,10,9,1-3(全周),,,
教研院,71030102,0,比较教育研究,2,钟周,0,0,20,13,2-3(全周),,,
教研院,71030123,0,基于设计的研究方法,3,韩锡斌,0,0,20,13,1-6(全周),,,
教研院,71030171,0,社会科学英文学术写作与发表,1,郭菲,0,0,24,0,2-2(前八周),,,
教研院,71030193,0,定量教育研究方法(II),3,张羽,0,0,30,2,3-2(全周),,,
教研院,71030223,0,质性教育研究方法（II）,3,王曦影,0,0,30,13,5-2(全周),,,
深研生院,72910052,200,交叉学科研究的前沿热点,2,左剑恶,0,0,200,136,"4-6(前八周),2-3(前八周)",,,
深研生院,72917052,200,现代CAD方法与技术,2,曾龙,0,0,30,18,3-2(全周),,,
基础医学院,74000182,0,模式生物学的方法与技术,2,倪建泉,5,5,20,15,4-1(全周),,,
医学院,74000223,0,骨科学进展,3,潘勇卫,0,0,20,14,4-6(全周),,,
医学院,74000243,0,耳鼻咽喉科学进展,3,叶京英,10,10,30,23,"1-4(全周),1-3(全周)",外文教材，中文为主进行授课(双语课),,
医学院,74000282,0,医药卫生事业管理,2,王仲,0,0,24,0,(全周),,,
基础医学院,74000443,0,微生物学原理,3,刘锦涛,5,3,20,15,5-2(全周),,,
卫健学院,74000473,0,医药卫生政策与经济学,3,RICHARDSON…,0,0,30,21,"3-4(前八周),3-3(前八…",全外文授课,,
基础医学院,74000493,0,医学遗传和基因调控前沿,3,贾怡昌,5,5,45,11,5-2(全周),外文授课比例≥50%(双语课),,
医学院,74000522,0,诊断学原理与方法,2,何作祥,0,0,30,11,2-6(单周),,,
医学院,74000532,0,治疗学原理与方法,2,王仲,0,0,30,15,2-6(双周),,,
医学院,74000592,0,人体微生态学,2,廖秦平,0,0,10,2,1-5(全周),外文教材，中文为主进行授课(双语课),,
基础医学院,74000602,0,分子病毒学导论,2,丁强,10,9,30,14,"2-4(后八周),2-3(后八周)",,,
软件学院,74100033,0,算法分析与设计,3,王斌,0,0,30,5,2-6(全周),,,
软件学院,74100043,0,组合数学,3,何源,0,0,70,39,3-2(全周),,,
软件学院,74100072,0,数据仓库与数据挖掘,2,宋韶旭,0,0,45,20,3-4(全周),,,
软件学院,74100102,0,网络与信息安全技术,2,赵曦滨,0,0,35,9,1-6(全周),,,
软件学院,74100142,0,软件度量技术,2,姜宇,0,0,40,0,2-2(全周),,,
软件学院,74100162,0,现代数据库系统概论,2,王朝坤,0,0,30,8,3-6(全周),,,
软件学院,74100233,0,高性能计算机互连理论与方法,3,向东,0,0,60,7,"5-4(全周),5-3(全周)",,,
网络研究院,74120062,0,互联网治理,2,杨家海,0,0,40,0,2-3(全周),,,
网络研究院,74120083,0,密码学数学基础,3,包珍珍,0,0,25,15,1-6(全周),,,
地区研究院,74130011,0,发展中国家研究田野调查,1,高良敏,0,0,25,11,4-2(前八周),,,
地区研究院,74130022,0,比较政治发展,2,苏毓淞,0,0,20,12,3-2(全周),,,
地区研究院,74130032,0,人类学要义,2,景军,0,0,25,11,2-3(全周),,,
求真书院,74760024,0,代数几何（2）,4,扶磊,20,9,20,14,"3-3(全周),1-4(全周)",,,
求真书院,74760033,0,微分拓扑,3,段海豹,30,17,20,7,3-2(全周),,,
求真书院,74760044,0,微分几何II：黎曼几何,4,杨晓奎,30,5,30,24,"2-4(全周),5-2(全周)",,,
求真书院,74760064,0,偏微分方程(2),4,金龙,30,18,20,12,"3-4(全周),1-4(全周)",,,
求真书院,74760074,0,代数拓扑(1),4,林剑锋,50,17,10,6,"3-4(全周),1-4(全周)",,,
求真书院,74760084,0,代数拓扑(2),4,陈伟彦,30,19,20,8,"3-3(全周),2-3(全周)",,,
求真书院,74760103,0,几何表示论(1),3,陈麟,30,15,30,23,5-2(全周),,,
求真书院,74760204,0,代数数论（1）,4,朱艺航,30,9,30,25,"2-4(全周),5-2(全周)",,,
求真书院,74760213,0,凸优化：理论与算法,3,包承龙,20,8,20,3,5-2(全周),,,
求真书院,74760224,0,交换代数,4,何翔,30,16,30,24,"3-3(全周),1-3(全周)",,,
求真书院,74760233,0,高等回归方法,3,杨宇红,20,11,20,8,2-2(全周),,,
求真书院,74760243,0,为数学工作者准备的工程学基础,3,ZHANG…,20,15,20,17,4-2(全周),,,
求真书院,74760252,0,特征函数专题,2,张城,20,16,20,11,2-4(全周),,,
国际研究生院,75990091,200,未来人居理论选读,1,Peter Jo…,0,0,50,22,"5-2(1-4周),2-3(1-4周)",全外文授课,,
国际研究生院,75990151,200,公共卫生学,1,张宗久,0,0,35,20,"7-4(9,12-13,15周),7-3(…",,,
国际研究生院,75990182,200,土壤污染防治技术与案例分析,2,张立勋,0,0,30,0,"5-4(前八周),5-2(前八周)",,,
国际研究生院,75990192,200,全球环境前沿问题,2,郑博,0,0,30,19,"1-4(前八周),2-6(前八周)",,,
国际研究生院,75990203,200,污水处理与回用技术,3,王文龙,0,0,30,3,"4-2(前八周),3-2(前八周)",全外文授课,,
国际研究生院,75990222,200,出海实践,2,陈胜利,0,0,27,0,(13-14周),,,
国际研究生院,75990222,201,出海实践,2,陈胜利,0,0,27,0,(13-14周),,,
国际研究生院,75990242,200,医院信息化与智慧医院建设,2,李少冬,0,0,60,7,"5-2(后八周),5-1(后八周)",,,
国际研究生院,75990293,200,高等无机化学与材料,3,彭乐乐,0,0,20,13,"3-4(全周),3-3(全周)",,,
国际研究生院,75990313,200,多媒体系统导论,3,韩宇星,0,0,20,1,"1-2(3-10周),2-2(3-10周)",全外文授课,,
国际研究生院,75990394,200,环境工程数学,4,李晓岩,0,0,32,22,"5-2(全周),4-2(全周)",全外文授课,,
国际研究生院,75990413,200,互动媒体制作工作坊（进阶）,3,方可,0,0,35,3,"4-4(1-11,16周),4-3(1-1…",,,
国际研究生院,75990422,200,随机矩阵引论,1,刘振宇,0,0,20,8,4-1(前八周),全外文授课,,
国际研究生院,75998011,200,护理及药事管理,1,张宗久,0,0,40,5,"5-6(1,3,5,7周),5-5(1,3,…",,,
清华-伯克利深圳学院,76000083,200,量化投资概论,3,LIN JIAN…,0,0,70,23,4-2(全周),全外文授课,,
清华-伯克利深圳学院,76000102,200,英语专业写作与表达,2,唐彦嵩,0,0,20,10,"2-4(前八周),5-2(前八周)",全外文授课,,
清华-伯克利深圳学院,76000131,200,科学作图,1,韩三阳,0,0,20,0,"3-1(9-12周),2-1(9-12周)",全外文授课,,
建筑学院,80000221,0,城市政策与法规,1,于涛方,0,0,30,9,1-2(后八周),,,
建筑学院,80000302,0,建筑策划导论,2,庄惟敏,0,0,80,54,2-1(全周),,,
建筑学院,80000461,0,城市地理学,1,于涛方,0,0,30,23,1-2(前八周),,,
建筑学院,80000491,0,城市社会学研究专题,1,陈宇琳,0,0,32,21,5-2(后八周),,,
建筑学院,80000632,0,景观生态学,2,庄优波,0,0,40,28,2-4(全周),,,
建筑学院,80000652,0,景观技术一：竖向和道路,2,郭湧,0,0,30,23,"5-4(后八周),5-3(后八周)",,,
建筑学院,80000662,0,景观学史纲II （欧美部分）,2,朱育帆,0,0,60,51,5-2(全周),,,
建筑学院,80000731,0,西方当代建筑思想纲要,1,青锋,0,0,32,16,2-3(前八周),,,
建筑学院,80000822,0,住宅精细化设计,2,秦岭,0,0,30,21,"5-3(单周),5-4(单周)",,,
建筑学院,80000841,0,当代城市规划与设计,1,刘健,0,0,40,19,3-3(前八周),,,
建筑学院,80000861,0,绿色建筑理论与实践,1,宋晔皓,0,0,40,20,3-3(后八周),,,
建筑学院,80001063,0,设计专题三,3,DE GEU…,0,0,40,23,"2-4(前八周),5-2(前八周…",,,
建筑学院,80001073,0,设计专题四,3,DE GEU…,0,0,40,24,"2-4(后八周),5-2(后八周…",,,
建筑学院,80001142,0,建筑环境自动控制前沿,2,王福林,10,10,19,17,4-2(全周),,,
建筑学院,80001184,0,风景园林规划设计（二）,4,赵智聪,0,0,30,10,"3-4(全周),3-3(全周)",,,
建筑学院,80001224,0,城乡规划设计系列课2：总体城市设计,4,钟舸,0,0,40,19,"3-4(全周),3-3(全周)",,,
建筑学院,80001311,0,历史城市保护与更新,1,张杰,0,0,60,28,1-3(后八周),,,
建筑学院,80001333,200,绿色建筑性能模拟优化,3,吕帅,0,0,30,5,"5-4(5-12周),5-3(5-12周…",,,
建筑学院,80001341,0,建筑的缘由——设计思维导论,1,DE GEU…,5,4,40,11,2-6(前八周),,,
建筑学院,80001361,0,城市信息学II：智慧城市导论,1,来源,0,0,30,3,2-1(前八周),,,
建筑学院,80001382,0,城乡零碳能源系统,2,付林,0,0,50,12,3-2(全周),,,
建筑学院,80001382,200,城乡零碳能源系统,2,张一,0,0,50,40,3-4(全周),,,
建筑学院,80001401,0,乡村建设与发展概论,1,周政旭,0,0,32,23,5-3(双周),,,
建筑学院,80001411,0,全球视野下的中国近现代建筑与城市,1,刘亦师,2,0,30,24,5-6(前八周),,,
建筑学院,80001421,0,规划实践前沿,1,王英,0,0,30,21,(前八周),,,
建筑学院,80001471,0,二十世纪中国与拉美的城市和建筑比较研究,1,刘亦师,0,0,30,25,2-6(前八周),,,
土木系,80030033,0,遥感技术原理及应用,3,赵红蕊,5,4,30,25,1-2(全周),,,
土木系,80030072,0,钢结构的断裂与疲劳分析,2,王元清,10,10,20,16,2-6(全周),,,
土木系,80030092,0,抗震工程概论,2,纪晓东,0,0,25,17,5-1(全周),,,
土木系,80030112,0,大跨及高层结构体系,2,石永久,0,0,30,25,5-1(全周),,,
土木系,80030252,0,结构抗震与减震原理,2,潘鹏,0,0,24,13,"2-4(后八周),2-3(后八周)",,,
土木系,80030293,0,智能交通系统基本理论与应用,3,李萌,0,0,25,11,5-2(全周),,,
土木系,80030303,0,工程结构耐久性与状态评估,3,李克非,0,0,20,11,"5-4(全周),5-3(全周)",,,
土木系,80030542,0,钢－混凝土组合结构,2,聂建国,10,3,25,13,5-2(1-11周),,,
土木系,80030592,0,地基处理与复合地基,2,徐明,0,0,30,28,"4-4(双周),4-3(双周)",,,
土木系,80030602,0,高等结构动力学,2,纪晓东,5,5,25,16,2-2(全周),,,
土木系,80030653,0,现代工程结构抗火原理与实践(英),3,李威,0,0,30,25,3-2(全周),全外文授课,,
土木系,80030682,200,计算流体动力学,2,李孙伟,0,0,30,10,"1-1(前八周),3-1(前八周)",,,
土木系,80030753,0,结构损伤识别与健康监测,3,刘宇飞,5,5,20,0,1-2(全周),,,
土木系,80030762,0,钢管混凝土及其混合结构原理,2,李威,0,0,25,17,4-6(1-11周),,,
水利系,80040043,0,岩土与结构工程数值方法,3,杨强,0,0,20,15,5-2(全周),,,
水利系,80040053,0,实验应力分析,3,杨强,3,3,30,22,3-6(全周),,,
水利系,80040072,0,地下结构工程,2,刘晓丽,0,0,15,15,"2-4(前八周),2-3(前八周)",,,
水利系,80040093,0,渗流力学与计算分析,3,刘晓丽,0,0,20,17,2-2(全周),,,
水利系,80040103,0,河流综合管理,3,徐梦珍,15,9,50,46,3-6(全周),全外文授课,,
水利系,80040122,0,土动力学与土工抗震工程,2,王睿,0,0,25,16,"2-4(后八周),2-3(后八周)",,,
水利系,80040242,0,现代遥感水文学,2,龙笛,0,0,32,22,"2-4(后八周),2-3(后八周)",全外文授课,,
水利系,80040252,0,岩土工程仿真,2,张嘎,5,5,15,8,"2-4(前八周),2-3(前八周)",,,
水利系,80040272,0,世界流域规划与管理比较,2,王忠静,4,4,20,9,"3-2(4-15周),3-1(4-15周)",全外文授课,,
水利系,80040312,0,治河方略概论,2,张红武,0,0,15,8,"2-4(前八周),2-3(前八周)",,,
水利系,80040362,0,泥石流动力机理与风险控制（英）,2,崔一飞,20,20,30,19,4-6(全周),全外文授课,,
水利系,80040392,0,气候变化与海洋化学,2,张硕,5,5,25,19,5-2(全周),,,
水利系,80040402,0,环境流动输移过程,2,伍梓,10,6,25,18,2-6(1-11周),,,
环境学院,80050082,0,环境规划,2,董欣,0,0,20,7,5-3(全周),,,
环境学院,80050092,0,环境系统建模理论与复杂模型,2,刘毅,0,0,29,0,5-2(全周),,,
环境学院,80050112,0,废水生物处理的过程控制与自动监测,2,邱勇,0,0,30,23,1-6(全周),,,
环境学院,80050173,0,废物管理与场地修复,3,刘建国,0,0,30,29,"2-6(后八周),2-4(后八周)",,,
环境学院,80050233,0,高级废水处理工程,3,张潇源,0,0,20,2,"1-4(全周),1-3(全周)",全外文授课,,
环境学院,80050253,0,全球环境问题,3,董欣,0,0,20,10,5-2(全周),全外文授课,,
环境学院,80050302,0,大气污染控制工程案例分析,2,王书肖,0,0,10,3,1-4(全周),,,
环境学院,80050401,1,环境工程伦理学,1,李淼,0,0,25,0,3-4(前八周),,,
环境学院,80050401,2,环境工程伦理学,1,李淼,0,0,10,0,3-6(前八周),,,
环境学院,80050412,200,环境应急管理与工程,2,陶益,0,0,30,13,"2-2(前八周),1-6(前八周)",,,
环境学院,80050442,0,水质研究方法,2,巫寅虎,0,0,25,1,2-6(全周),,,
环境学院,80050472,200,现代环保设备,2,李炳,0,0,35,24,"5-1(前八周),2-1(前八周)",,,
环境学院,80050482,0,中国空气质量管理,2,刘欢,0,0,30,29,"2-6(后八周),2-4(后八周…",,,
环境学院,80050491,0,CCUS与碳管理,1,赵明,0,0,20,9,3-3(前八周),全外文授课,,
环境学院,80050502,0,水处理电化学原理与技术,2,刘会娟,0,0,14,2,1-2(全周),,,
环境学院,80050561,0,国际环境合作项目开发与管理,1,李金惠,0,0,20,12,1-3(前八周),全外文授课,,
环境学院,80050592,0,高等固体废物管理,2,刘建国,0,0,30,9,3-2(全周),,,
机械系,80120253,0,焊接技术I：焊接与切割方法（英）,3,赵海燕,10,10,20,11,"5-4(全周),5-3(全周)",全外文授课,,
机械系,80120562,0,工程应用的有限元分析专题训练,2,方刚,5,5,25,18,"5-4(后八周),5-3(后八周)",,,
机械系,80120643,0,摩擦学原理,3,汪家道,7,7,23,14,"2-4(1-12周),2-3(1-12周)",,,
机械系,80120653,0,摩擦学实验及分析方法,3,陈皓生,0,0,12,4,"3-4(1-12周),3-3(1-12周)",,,
机械系,80120662,200,机器人与仿生学,2,李星辉,0,0,30,5,"3-4(后八周),5-3(后八周)",,,
机械系,80120692,0,制造过程数值模拟技术,2,王罡,0,0,11,4,1-2(全周),全外文授课,,
机械系,80120723,0,制造技术(2),3,石伟,0,0,20,12,2-6(全周),全外文授课,,
机械系,80120762,0,现代机电工程,2,朱煜,5,4,20,9,"2-4(后八周),2-3(后八周)",,,
机械系,80120862,200,精密加工与特种加工,2,刘学平,0,0,30,13,"5-2(后八周),2-2(后八周)",,,
机械系,80120872,200,制造装备设计与性能分析,2,冯峰,0,0,24,15,"6-4(12-13周),6-3(12-13…",外文授课比例≥50%(双语课),,
机械系,80120903,200,智能制造技术基础,3,冯峰,0,0,100,70,"5-4(6-7周),5-3(6-7周),5…",,,
机械系,80120912,0,增材制造基础与前沿,2,赵沧,5,3,25,15,5-6(全周),,,
机械系,80128013,200,机械控制理论与技术,3,夏必忠,0,0,25,0,"4-2(前八周),1-2(前八周)",,,
机械系,80128032,0,创新设计与先进制造,2,邵天敏,0,0,20,0,"6-4(3,8周),6-3(3,8周),6…",,,
精仪系,80130013,0,现代光学实验,3,曹良才,3,0,24,5,"3-4(全周),3-3(全周)",,,
精仪系,80130062,0,系统辨识,2,朱荣,3,3,25,14,2-2(前八周),,,
精仪系,80130143,0,非线性光纤光学,3,杨昌喜,3,0,26,9,3-2(全周),,,
精仪系,80130152,0,科技论文写作方法与实践,2,王文会,0,0,50,11,3-3(全周),,,
精仪系,80130172,200,光学测量专题实验,2,周倩,0,0,10,0,"3-3(后八周),2-3(后八周)",,,
精仪系,80130232,0,微米纳米测试技术,2,邢飞,3,3,32,2,"2-4(后八周),2-3(后八周)",,,
精仪系,80130242,0,微系统设计与系统集成技术,2,张高飞,3,3,27,8,"5-4(前八周),5-3(前八周)",,,
精仪系,80130272,0,现代生物医学检测技术,2,任大海,5,4,20,13,"2-4(后八周),2-3(后八周)",,,
精仪系,80130462,200,微机电系统技术及应用,2,董瑛,0,0,20,0,1-4(全周),,,
精仪系,80130512,0,超快光学,2,鲍成英,5,1,25,22,5-2(全周),,,
精仪系,80130522,0,神经光子学,2,孔令杰,5,0,20,15,3-2(全周),,,
精仪系,80130532,0,自适应半导体器件,2,李黄龙,10,9,15,10,"4-4(双周),4-3(双周)",,,
精仪系,80130562,0,激光微纳加工,2,孙洪波,3,2,22,11,"2-4(后八周),2-3(后八周)",,,
能动系,80140272,200,太阳能及其他可再生能源利用技术,2,尹芳辉,0,0,30,21,2-3(全周),,,
能动系,80140312,0,电化学能量转化与储存,2,史翊翔,0,0,15,5,3-6(全周),全外文授课,,
能动系,80140352,0,燃烧物理II,2,隋然,0,0,25,19,"1-3(前八周),3-4(前八周)",全外文授课,,
能动系,80140393,0,空化基础理论及应用,3,罗先武,0,0,20,14,3-2(全周),,,
能动系,80140412,0,大型燃煤电站锅炉设计理论与应用,2,张缦,0,0,25,22,1-4(全周),,,
能动系,80140422,0,机器学习在能源动力工程中的应用,2,刘超,0,0,55,0,2-2(全周),,,
能动系,80140442,0,燃烧污染形成和控制,2,吴玉新,0,0,22,13,"5-4(前八周),2-4(前八周)",全外文授课,,
车辆学院,80150013,0,机械最优化设计,3,裴普成,0,0,30,24,2-6(全周),,,
车辆学院,80150042,0,汽车及其动力发展前沿,2,王志,0,0,60,60,"6-3(13-14周),6-2(13-14…",,,
车辆学院,80150122,0,机械设计中的材料选择,2,危银涛,0,0,20,14,4-1(全周),全外文授课,,
车辆学院,80150573,0,发动机数字仿真与光学诊断,3,帅石金,0,0,30,24,2-2(全周),,,
车辆学院,80150592,0,氢能源材料与电催化基础,2,张亮,5,3,30,15,1-2(全周),全外文授课,,
车辆学院,80150603,0,新能源动力系统学,3,欧阳明高,0,0,36,9,"5-4(全周),5-3(全周)",,,
车辆学院,80150613,0,汽车驱动电机原理与控制,3,高大威,0,0,30,27,1-6(全周),,,
车辆学院,80150653,0,智能车辆决策规划,3,徐少兵,10,8,22,8,2-2(全周),,,
工业工程系,80160022,0,工作组织,2,于瑞峰,10,10,20,9,"2-4(单周),2-3(单周)",,,
工业工程系,80160052,0,现代安全工程,2,李志忠,6,6,30,20,1-4(全周),,,
工业工程系,80160062,0,生产调度原理与算法,2,张智海,10,10,27,9,3-2(全周),,,
工业工程系,80160082,0,项目管理,2,于明,0,0,30,15,"1-2(后八周),1-1(后八周)",全外文授课,,
工业工程系,80160103,200,交通运输工程导论,3,陈博奎,0,0,10,0,"3-4(全周),3-5(全周)",,,
工业工程系,80160132,0,人机交互,2,饶培伦,0,0,30,13,1-3(全周),,,
工业工程系,80160172,0,高等质量管理学,2,张晨,10,7,25,10,5-2(全周),,,
工业工程系,80160182,0,交通工程与管理理论,2,何方,10,9,25,12,4-2(全周),,,
工业工程系,80160192,0,现代库存管理理论,2,赵晓波,0,0,30,21,5-2(全周),,,
工业工程系,80160363,0,工程与技术管理,3,岳小伟,0,0,32,10,"5-4(全周),5-3(全周)",全外文授课,,
统计系,80160454,0,高等统计方法,4,侯琳,0,0,20,6,"3-3(全周),2-2(全周)",外文教材，中文为主进行授课(双语课),,
统计系,80160473,0,高维统计分析,3,杨朋昆,0,0,30,14,4-2(全周),外文教材，中文为主进行授课(双语课),,
统计系,80160493,0,网络数据统计分析,3,吴未迟,0,0,30,22,2-2(全周),外文教材，中文为主进行授课(双语课),,
工业工程系,80160523,0,中国产业研究：先进制造和现代服务,3,谢小磊,0,0,30,2,"2-4(全周),2-3(全周)",全外文授课,,
工业工程系,80160552,0,非线性规划,2,张浚泷,5,1,30,0,1-2(全周),,,
工业工程系,80160562,0,生产与医疗服务系统工程,2,LI JING…,0,0,35,0,"4-4(3,6周),4-3(3,6周),4…",,,
工业工程系,80160612,0,数据驱动的设计与生产,2,张智海,10,10,40,17,4-2(全周),,,
工业工程系,80168062,0,服务运作管理,2,李乐飞,0,0,55,13,(2周),,,
工业工程系,80168162,200,项目管理,2,徐政,0,0,100,54,"5-5(1周),5-4(1周),5-3(1…",,,
工业工程系,80168232,1,工作组织与人力资源管理,2,马靓,0,0,95,17,"6-4(3,6,10,14周),6-3(3,…",,,
工业工程系,80168232,2,工作组织与人力资源管理,2,马靓,0,0,95,18,"6-4(4,8,12,15周),6-3(4,…",,,
工业工程系,80168232,3,工作组织与人力资源管理,2,马靓,0,0,65,10,(2周),,,
工业工程系,80168292,0,时间序列分析及应用,2,邓天虎,0,0,35,35,"5-4(3,6周),5-3(3,6周),5…",,,
工业工程系,80168302,0,数据可视化,2,张晨,0,0,35,0,"6-3(4,8周),6-2(4,8周),6…",,,
工业工程系,80168373,0,医养产业实践,3,赵喆,0,0,60,44,"6-4(4,13周),6-3(4,13周…",,,
工业工程系,80168391,0,医养新装备与材料,1,张蕾,0,0,60,50,"4-3(4,13周),4-2(4,13周…",,,
工业工程系,80168402,0,企业运营诊断与数字化转型,2,郑力,0,0,35,0,(8周),,,
电机系,80220142,0,LabVIEW编程及虚拟仪器设计,2,王珅,0,0,32,15,1-6(全周),,,
电机系,80220162,0,电磁暂态分析,2,何金良,0,0,30,8,1-3(全周),,,
电机系,80220211,0,电气工程仿真技术,1,张树卿,0,0,35,7,4-4(双周),,,
电机系,80220232,0,继电保护,2,董新洲,0,0,30,22,4-1(全周),,,
电机系,80220272,0,高压输电技术,2,周远翔,0,0,55,40,5-3(全周),,,
电机系,80220332,0,电力系统复杂性与大电网安全技术,2,梅生伟,0,0,50,35,5-2(全周),,,
电机系,80220342,0,工程博弈论,2,刘锋,0,0,25,4,2-2(全周),,,
电机系,80220442,0,大容量多电平电力电子变换器原理及控制,2,李永东,0,0,35,25,"1-2(前八周),3-2(前八周)",,,
电机系,80220531,0,新型电力系统导论,1,谢小荣,10,7,90,44,5-3(1-9周),,,
电子系,80230092,0,光电子学进展,2,陈宏伟,0,0,30,25,"4-1(前八周),1-2(前八周)",,,
电子系,80230142,0,电磁波传播,2,张志军,0,0,30,19,1-6(全周),,,
电子系,80230212,0,信道编码,2,周世东,0,0,50,44,"5-2(前八周),2-1(前八周)",,,
